"Fecha","Tipo","Descripcion"
"2009","EfemerideEvento","Explosiones en Bagdad, Irak, causan la muerte de 127 personas y dejan 448 heridos."
"2010","EfemerideEvento","La nave espacial japonesa de vela solar IKAROS pasa cerca del planeta Venus a una distancia de aproximadamente 80,800 km."
"2010","EfemerideEvento","Con el segundo lanzamiento del Falcon 9 de SpaceX y el primer lanzamiento de la Dragon de SpaceX, la compañía se convierte en la primera empresa privada en lanzar, orbitar y recuperar exitosamente una nave espacial."
"2013","EfemerideEvento","Estallan disturbios en Singapur tras un accidente mortal en Little India."
"2016","EfemerideEvento","El ejército sirio inicia la fase final del ataque y se han realizado avances en el distrito de Sheikh Said, preparándose para asediar el barrio de Sukkari en el este de Aleppo."
"395","EfemerideEvento","Más tarde, Yan es derrotado por su antiguo vasallo, el Norte Wei, en la Batalla de Canhe Slope."
"757","EfemerideEvento","Du Fu regresa a Chang'an como miembro de la corte del emperador Xuanzong, después de haberse escapado de la ciudad durante la Rebelión de An Lushan."
"877","EfemerideEvento","Luis el Tartamudo (hijo de Carlos el Calvo) es coronado rey del Reino Franco Occidental en Compiègne."
"1021","EfemerideNacimientos","Wang Anshi, economista chino y canciller (fallecido en 1086)."
"1186","EfemerideFallecimientos","Berthold IV, Duque de Zähringen (aproximadamente 1125)"
