"Fecha","Tipo","Descripcion"
"1981","EfemerideEvento","El Comité Judicial del Senado aprueba por unanimidad a Sandra Day O'Connor para convertirse en la primera mujer jueza de la Corte Suprema de los Estados Unidos."
"1983","EfemerideEvento","El primer ministro israelí Menachem Begin presenta su renuncia."
"2001","EfemerideEvento","El presidente George W. Bush ofrece su primer discurso semanal después del 11 de septiembre."
"2004","EfemerideEvento","El comisionado de la Liga Nacional de Hockey, Gary Bettman, anuncia el cierre de la unión de jugadores y la cesión de operaciones por parte de la oficina principal de la NHL."
"2008","EfemerideEvento","Lehman Brothers se declara en bancarrota según el Capítulo 11, la mayor solicitud de bancarrota en la historia de Estados Unidos."
"2017","EfemerideEvento","El atentado en Parsons Green tuvo lugar en Londres, Reino Unido."
"668","EfemerideEvento","El emperador romano oriental Constans II es víctima de un ataque en su baño en Siracusa, Italia."
"994","EfemerideEvento","Victoria importante de los fatimíes sobre el Imperio Bizantino en la Batalla de los Orontes."
"1461","EfemerideNacimientos","Jacopo Salviati, político italiano (fallecido en 1553)"
"1140","EfemerideFallecimientos","Adelaida de Hungría, duquesa de Bohemia"
