"Fecha","Tipo","Descripcion"
"2004","EfemerideEvento","El Arsenal Football Club pierde ante el Manchester United, poniendo fin a una racha de 49 partidos invictos, que es el récord en la Premier League."
"2005","EfemerideEvento","El huracán Wilma toca tierra en Florida, resultando en 35 fatalidades directas y 26 indirectas, y causando 20.6 mil millones de dólares en daños."
"2007","EfemerideEvento","Chang'e 1, el primer satélite en el Programa de Exploración Lunar de China, es lanzado desde el Centro de Lanzamiento de Satélites de Xichang."
"2008","EfemerideEvento","""Viernes Sangriento"" vio a muchas de las bolsas de valores del mundo experimentar las peores caídas en su historia, con descensos de alrededor del 10% en la mayoría de los índices."
"2014","EfemerideEvento","La Administración Nacional del Espacio de China lanza una misión lunar experimental, Chang'e 5-T1, que hará una trayectoria detrás de la Luna y regresará a la Tierra."
"2015","EfemerideEvento","Un conductor, arrestado bajo sospecha de conducir bajo la influencia, se estrella contra el desfile de regreso a casa de la Universidad Estatal de Oklahoma en Stillwater, Oklahoma, causando la muerte de cuatro personas y dejando a 34 heridas."
"2016","EfemerideEvento","Un avión Fairchild Merlin en una misión de vigilancia francesa se estrella en Kirkop, Malta, resultando en la pérdida de todas las personas a bordo."
"AD 69","EfemerideEvento","Segunda Batalla de Bedriacum, las fuerzas bajo el mando de Marco Antonio Primus, comandante de los ejércitos del Danubio, leales a Vespasiano, derrotan a las fuerzas del emperador Vitelio."
"1378","EfemerideNacimientos","David Stewart, Duque de Rothesay (fallecido en 1402)"
"1152","EfemerideFallecimientos","Jocelin de Soissons, teólogo, filósofo y compositor francés."
