"Fecha","Tipo","Descripcion"
"2000","EfemerideEvento","El USS Cole sufre graves daños en Adén, Yemen, a causa de dos atacantes suicidas, lo que resulta en la pérdida de 17 miembros de la tripulación y deja al menos 39 heridos."
"2002","EfemerideEvento","Terroristas detonan bombas en el Sari Club de Kuta, Bali, matando a 202 personas e hiriendo a más de 300."
"2005","EfemerideEvento","El segundo vuelo espacial tripulado chino, Shenzhou 6, fue lanzado llevando a Fèi Jùnlóng y Niè Hǎishèng para cinco días en órbita."
"2008","EfemerideEvento","Referéndum sobre la energía nuclear en Lituania, 2008."
"2013","EfemerideEvento","Cincuenta y una personas mueren después de que un camión se cayera por un acantilado en la provincia de La Convención, Perú."
"2017 -- The United States announces its decision to withdraw from UNESCO.[1]","EfemerideEvento","Cincuenta y una personas mueren después de que un camión se cayera por un acantilado en la provincia de La Convención, Perú."
"539 BC","EfemerideEvento","El ejército de Ciro el Grande de Persia conquista Babilonia (calendario juliano)"
"633","EfemerideEvento","Batalla de Hatfield Chase: El rey Edwin de Northumbria es derrotado y fallece ante los británicos liderados por Penda de Mercia y Cadwallon de Gwynedd."
"1008","EfemerideNacimientos","Emperador Go-Ichijō de Japón (fallecido en 1036)"
"1095","EfemerideFallecimientos","Leopoldo II, Margrave de Austria (nacido en 1050)"
