"Fecha","Tipo","Descripcion"
"1979","EfemerideEvento","La primera línea del Metro de Bucarest (Línea M1) se inauguró desde Timpuri Noi hasta Semănătoarea en Bucarest, Rumania."
"1988","EfemerideEvento","El Soviet Supremo de la República Socialista Soviética de Estonia declara que Estonia es ""soberana"", pero se abstiene de declarar la independencia."
"1988","EfemerideEvento","En la primera elección abierta en más de una década, los votantes en Pakistán eligen al candidato populista Benazir Bhutto como Primer Ministro de Pakistán."
"1989","EfemerideEvento","Tropas del ejército salvadoreño matan a seis sacerdotes jesuitas y a otras dos personas en la Universidad José Simeón Cañas."
"1990","EfemerideEvento","El grupo pop Milli Vanilli es despojado de su premio Grammy porque el dúo no cantó en absoluto en el álbum ""Girl You Know It's True"". Músicos de sesión habían proporcionado todas las voces."
"1992","EfemerideEvento","El tesoro de Hoxne es descubierto por el detector de metales Eric Lawes en Hoxne, Suffolk."
"1997","EfemerideEvento","Después de casi 18 años de encarcelamiento, la República Popular de China libera a Wei Jingsheng, un disidente a favor de la democracia, de la prisión por razones médicas."
"951","EfemerideEvento","El emperador Li Jing envía una fuerza expedicionaria del Reino Tang del Sur de 10,000 hombres bajo el mando de Bian Hao para conquistar Chu. Li Jing traslada a la familia gobernante a su propia capital en Nanjing, poniendo fin al Reino de Chu."
"1436","EfemerideNacimientos","Leonardo Loredan, gobernante italiano (fallecido en 1521)"
"1005","EfemerideFallecimientos","Ælfric de Abingdon, Arzobispo de Canterbury"
