"Fecha","Tipo","Descripcion"
"1995","EfemerideEvento","Controversia por la reubicación de los Cleveland Browns: Art Modell anuncia que firmó un acuerdo que trasladaría a los Cleveland Browns a Baltimore, siendo la primera vez que la ciudad tendría un equipo de la NFL desde 1983, cuando eran los Baltimore Colts."
"1999","EfemerideEvento","Los australianos votan para mantener al Jefe de la Commonwealth como su jefe de estado en el referéndum sobre la república australiana."
"2004","EfemerideEvento","Un tren expreso colisiona con un coche estacionado cerca del pueblo de Ufton Nervet, en Inglaterra, resultando en la muerte de siete personas y 150 heridos."
"2012","EfemerideEvento","Barack Obama es reelegido Presidente de los Estados Unidos; Tammy Baldwin se convierte en la primera política abiertamente gay en ser elegida para el Senado de los Estados Unidos."
"2013","EfemerideEvento","Varias bombas pequeñas explotan frente a una oficina provincial del Partido Comunista Chino en la ciudad norteña de Taiyuan, matando al menos a una persona e hiriendo a otras ocho."
"355","EfemerideEvento","El emperador romano Constancio II eleva a su primo Juliano al rango de César, confiándole el gobierno de la Prefectura de las Galias."
"447","EfemerideEvento","Un fuerte terremoto destruye grandes partes de las Murallas de Constantinopla, incluyendo 57 torres."
"963","EfemerideEvento","Sínodo de Roma: El emperador Otto I convoca un concilio en la Basílica de San Pedro en Roma. El Papa Juan XII es destituido por acusaciones de rebelión contra Otto."
"1391","EfemerideNacimientos","Edmund Mortimer, quinto conde de March, político inglés (fallecido en 1425)."
"1003","EfemerideFallecimientos","Papa Juan XVII"
