"Fecha","Tipo","Descripcion"
"1993","EfemerideEvento","La inundación de '93 termina en St. Louis, Missouri, 103 días después de que comenzara, cuando el río Misisipi baja por debajo del nivel de inundación."
"1996","EfemerideEvento","Fox News Channel comienza a transmitir."
"1998","EfemerideEvento","Matthew Shepard, un estudiante de la Universidad de Wyoming, es encontrado atado a una cerca después de haber sido brutalmente agredido por dos jóvenes en Laramie, Wyoming."
"2001","EfemerideEvento","La Guerra Global contra el Terrorismo comienza como resultado de los atentados de septiembre. La invasión de Afganistán por parte de Estados Unidos inicia con un ataque aéreo y operaciones encubiertas en el terreno."
"2003","EfemerideEvento","El gobernador de California, Gray Davis, es destituido en favor de Arnold Schwarzenegger."
"2008","EfemerideEvento","El asteroide 2008 TC3 impacta la Tierra sobre Sudán, siendo la primera vez que se detecta un impacto de asteroide antes de su entrada en la atmósfera terrestre."
"2016","EfemerideEvento","Tras el paso del huracán Matthew, el número de fallecidos asciende a 800."
"3761 BC","EfemerideEvento","La fecha de referencia de la época (origen) del calendario hebreo moderno (calendario juliano proleptico)."
"13 BC","EfemerideNacimientos","Druso Julio César, político romano (f. 23 d.C.)"
"1242","EfemerideFallecimientos","Juntoku, emperador japonés (nacido en 1197)"
