"Fecha","Tipo","Descripcion"
"1991","EfemerideEvento","Pan American World Airways cesa sus operaciones después de 64 años."
"1992","EfemerideEvento","Guerra Civil Somalí: El presidente George H. W. Bush ordena el envío de 28,000 tropas estadounidenses a Somalia, en el noreste de África."
"1998","EfemerideEvento","Se lanza el Módulo de Unidad, el segundo módulo de la Estación Espacial Internacional."
"2005","EfemerideEvento","Decenas de miles de personas en Hong Kong protestan por la democracia y llaman al gobierno a permitir el sufragio universal y equitativo."
"2006","EfemerideEvento","Seis jóvenes afroamericanos agreden a un adolescente blanco en Jena, Louisiana."
"2014","EfemerideEvento","Los insurgentes islámicos matan a tres policías estatales en una rotonda antes de tomar una escuela vacía y una ""casa de prensa"" en Grozny. Diez fuerzas estatales mueren y 28 resultan heridos en tiroteos que terminan con diez insurgentes muertos."
"2015","EfemerideEvento","Una bomba incendiaria es lanzada contra un restaurante en El Cairo, la capital egipcia, matando a 17 personas."
"771","EfemerideEvento","El rey austrasiano Carlomán I muere, dejando a su hermano Carlomagno como rey del ahora completo Reino Franco."
"1428","EfemerideNacimientos","Bernardo VII, Señor de Lippe (fallecido en 1511)"
"1075","EfemerideFallecimientos","Año II, arzobispo y santo alemán (n. 1010)"
