"Fecha","Tipo","Descripcion"
"2009","EfemerideEvento","El atentado en Peshawar del 28 de octubre de 2009 causa 117 víctimas fatales y 213 heridos."
"2013","EfemerideEvento","Cinco personas fallecen y 38 resultan heridas después de que un automóvil choca contra barreras a las afueras de la Ciudad Prohibida en la Plaza de Tiananmen, Pekín, China."
"2014","EfemerideEvento","Un cohete Antares no tripulado que transportaba la misión de reabastecimiento Cygnus CRS Orb-3 de NASA explota segundos después de despegar del Puerto Espacial Regional de Mid-Atlantic en Virginia."
"306","EfemerideEvento","Maxencio es proclamado emperador romano."
"312","EfemerideEvento","Batalla del Puente Milvio: Constantino I derrota a Majencio, convirtiéndose en el único emperador romano en Occidente."
"456","EfemerideEvento","Los visigodos saquearon de manera violenta la capital de los suevos, Braga (Portugal), y las iglesias de la localidad fueron destruidas."
"969","EfemerideEvento","El general bizantino Miguel Bourtzes toma una de las principales torres de la muralla de Antioquía, la cual defiende durante tres días ante repetidos asaltos hasta que llegan los refuerzos liderados por el stratopedarches Pedro y consolidan la ciudad para los bizantinos."
"AD 97","EfemerideEvento","El emperador Nerva se ve obligado por la Guardia Pretoriana a adoptar al general Marcua Ulpio Trajano como su heredero y sucesor."
"1016","EfemerideNacimientos","Enrique III, Emperador del Sacro Imperio Romano (fallecido en 1056)"
"1138","EfemerideFallecimientos","Rey Bolesław III de Polonia, apodado ""de la boca torcida""."
