"Fecha","Tipo","Descripcion"
"2002","EfemerideEvento","Crisis de rehenes en el teatro de Moscú: Aproximadamente 50 personas armadas y 150 rehenes mueren cuando las fuerzas especiales rusas asaltan un edificio teatral en Moscú, que había sido tomado por los atacantes durante una actuación musical tres días antes."
"2003","EfemerideEvento","El incendio Cedar, el segundo más grande en la historia de California, ocasiona la muerte de 15 personas, quema 250,000 acres (1,000 km2) y destruye 2,200 viviendas alrededor de San Diego."
"2004","EfemerideEvento","GTA San Andreas hace su debut."
"2015","EfemerideEvento","Un terremoto de magnitud 7.5 golpea la cordillera del Hindu Kush en el noreste de Afganistán, causando 398 fallecimientos y dejando 2,536 personas heridas."
"2016","EfemerideEvento","Un terremoto de magnitud 6.6 sacude el centro de Italia."
"2017","EfemerideEvento","Cremación real de Bhumibol Adulyadej en Sanam Luang, Bangkok."
"2017 -Jacinda Ardern is sworn as the 40th Prime Minister of New Zealand following a coalition deal between the New Zealand Labour Party and New Zealand First, she is also the youngest prime minister in New Zealand's history aged 37.","EfemerideEvento","Cremación real de Bhumibol Adulyadej en Sanam Luang, Bangkok."
"740","EfemerideEvento","Un terremoto golpea Constantinopla y los alrededores, causando destrucción a las murallas y edificios de la ciudad."
"1416","EfemerideNacimientos","Edmund Grey, primer conde de Kent, político inglés, Lord High Treasurer (fallecido en 1490)."
"1111","EfemerideFallecimientos","Gómez González, noble castellano y líder militar."
