"Fecha","Tipo","Descripcion"
"1994","EfemerideEvento","El gobierno británico levanta la prohibición de emisión impuesta contra miembros de Sinn Féin y grupos paramilitares irlandeses en 1988."
"2004","EfemerideEvento","El huracán Iván toca tierra en Gulf Shores, Alabama como un huracán de categoría 3."
"2005","EfemerideEvento","El jefe de la mafia Camorra, Paolo Di Lauro, es arrestado en Nápoles, Italia."
"2007","EfemerideEvento","El vuelo 269 de One-Two-GO Airlines, que transportaba a 128 tripulantes y pasajeros, se accidenta en Tailandia, resultando en la pérdida de 89 vidas."
"2007","EfemerideEvento","Mercenarios de Blackwater Worldwide disparan y causan la muerte de 17 iraquíes en la Plaza Nisour, Bagdad."
"2013","EfemerideEvento","Un individuo armado causa la muerte de doce personas en el Navy Yard en Washington, D.C."
"2014","EfemerideEvento","El Estado Islámico de Irak y el Levante lanza su ofensiva Kobani contra las fuerzas sirias-kurdas."
"307","EfemerideEvento","El emperador Severo II es capturado y encarcelado en Tres Tabernae. Posteriormente, es ejecutado o se ve obligado a quitarse la vida tras la fallida invasión de Italia por parte de Galerio."
"1295","EfemerideNacimientos","Elizabeth de Clare, noble inglesa (fallecida en 1360)"
"1087","EfemerideFallecimientos","Papa Víctor III (nacido en 1026)"
