"Fecha","Tipo","Descripcion"
"2004","EfemerideEvento","El asteroide 4179 Toutatis pasa a una distancia de cuatro lunas de la Tierra."
"2006","EfemerideEvento","Gol Transportes Aéreos Vuelo 1907 colisiona en el aire con un jet ejecutivo Embraer Legacy 600 cerca de Peixoto de Azevedo, Mato Grosso, Brasil, resultando en la muerte de 154 personas y provocando una crisis en la aviación brasileña."
"2007","EfemerideEvento","Calder Hall, la primera central nuclear comercial del mundo, es demolida en una explosión controlada."
"2008","EfemerideEvento","Tras las quiebras de Lehman Brothers y Washington Mutual, el Promedio Industrial Dow Jones cae 777.68 puntos, la mayor pérdida de puntos en un solo día en su historia."
"2009","EfemerideEvento","El terremoto en Samoa de 8.1 Mw ocurre con una intensidad máxima en la escala de Mercalli de VI (Fuerte). A continuación, se genera un tsunami destructivo, resultando en 189 fallecimientos y cientos de heridos."
"2013","EfemerideEvento","Más de 42 personas son asesinadas por miembros de Boko Haram en la Facultad de Agricultura de Gujba, Nigeria."
"522 BC","EfemerideEvento","Darío I de Persia elimina al usurpador gaumata, asegurando su posición como rey del Imperio Persa."
"61 BC","EfemerideEvento","Pompeyo el Grande celebra su tercer triunfo por las victorias sobre los piratas y el final de las Guerras Mitridáticas en su 45 cumpleaños."
"106 BC","EfemerideNacimientos","Pompeyo, general y político romano (fallecido en 48 a.C.)"
"1186","EfemerideFallecimientos","Guillermo de Tiro, Arzobispo de Tiro (nacido alrededor de 1130)"
