"Fecha","Tipo","Descripcion"
"1999","EfemerideEvento","Shenzhou 1: La República Popular de China lanza su primera nave espacial Shenzhou."
"2002","EfemerideEvento","El petrolero griego Prestige se parte en dos y se hunde frente a la costa de Galicia, liberando más de 20 millones de galones estadounidenses (76,000 m³) de petróleo en el mayor desastre ambiental en la historia de España y Portugal."
"2004","EfemerideEvento","La Maldad en el Palacio: La peor pelea en la historia de la NBA, Ron Artest suspendido 86 partidos (el resto de la temporada), Stephen Jackson suspendido 30 partidos."
"2010","EfemerideEvento","La primera de cuatro explosiones ocurre en la mina Pike River en Nueva Zelanda; 29 personas pierden la vida en el peor desastre minero del país desde 1914."
"2013","EfemerideEvento","Un atentado suicida doble en la embajada iraní en Beirut causa 23 fallecidos y 160 heridos."
"2016","EfemerideEvento","El Papa Francisco creó 17 nuevos miembros del Colegio de Cardenales en un consistorio en la Ciudad del Vaticano."
"461","EfemerideEvento","Libius Severus es declarado emperador del Imperio Romano Occidental. El poder real está en manos del magister militum Ricimer."
"636","EfemerideEvento","El Califato Rashidun derrotó al Imperio Sasánida en la Batalla de al-Qādisiyyah en Irak."
"1417","EfemerideNacimientos","Federico I, Conde Palatino de Simmern (fallecido en 1480)"
"1034","EfemerideFallecimientos","Teodorico II, Margrave de la Baja Lusacia (n. c. 990)"
