"Fecha","Tipo","Descripcion"
"1977","EfemerideEvento","Otoño alemán: un conjunto de eventos en torno al secuestro de Hanns Martin Schleyer y la toma de control de un vuelo de Lufthansa por parte de la Facción del Ejército Rojo llega a su fin cuando Schleyer es asesinado y varios miembros de la Facción del Ejército Rojo supuestamente se quitan la vida."
"1979","EfemerideEvento","La Comisión Federal de Comunicaciones (FCC) comienza a permitir a las personas tener estaciones satelitales en sus hogares sin necesidad de una licencia del gobierno federal."
"1991","EfemerideEvento","El Consejo Supremo de Azerbaiyán adopta una declaración de independencia de la Unión Soviética."
"2003","EfemerideEvento","Conflicto del gas en Bolivia: El presidente boliviano Gonzalo Sánchez de Lozada se ve obligado a renunciar y abandonar Bolivia."
"2007","EfemerideEvento","Atentado en Karachi: Un ataque suicida contra una caravana que transportaba a la ex primera ministra paquistaní Benazir Bhutto deja 139 fallecidos y 450 heridos. Bhutto no sufrió lesiones."
"320","EfemerideEvento","Pappus de Alejandría, filósofo griego, observa un eclipse del Sol y escribe un comentario sobre El Gran Astrónomo (Almagesto)."
"614","EfemerideEvento","El rey Clotario II promulga el Edicto de París (Edictum Chlotacharii), una especie de Magna Carta franca que defiende los derechos de los nobles francos mientras excluye a los judíos de todos los empleos civiles en el Reino Franco."
"629","EfemerideEvento","Dagoberto I es coronado Rey de los francos."
"1127","EfemerideNacimientos","Emperador Go-Shirakawa de Japón (fallecido en 1192)"
"1035","EfemerideFallecimientos","Sancho III de Pamplona (nacido en 992) fue un monarca influyente en la historia de Navarra. Ascendió al trono en un período de gran tumulto y consolidó su poder no solo en su reino, sino también en territorios vecinos. Su reinado estuvo marcado por la expansión territorial y la dinámica política de la península ibérica, donde estableció alianzas estratégicas y enfrentó desafíos significativos. Sancho III es recordado como un rey que jugó un papel crucial en la configuración del futuro de su reino y en la historia de la región."
