"Fecha","Tipo","Descripcion"
"2007","EfemerideEvento","Pervez Musharraf anuncia que renunciará como jefe del ejército y restaurará el gobierno civil en Pakistán, pero solo después de ser reelegido presidente."
"2007","EfemerideEvento","Los monjes budistas se unen a los manifestantes antigubernamentales en Myanmar, iniciando lo que algunos llaman la Revolución de Azafrán."
"2011","EfemerideEvento","El terremoto de Sikkim de 2011 se sintió en el noreste de India, Nepal, Bután, Bangladés y el sur del Tíbet."
"2014","EfemerideEvento","Escocia vota en contra de la independencia del Reino Unido."
"2015","EfemerideEvento","Dos miembros del personal de seguridad, 17 fieles en una mezquita y 13 combatientes fallecen tras un ataque del Tehrik-i-Taliban Pakistán a una base de la Fuerza Aérea de Pakistán en las afueras de Peshawar."
"2016","EfemerideEvento","Diecisiete miembros del personal de seguridad del Ejército indio fueron fallecidos en la región de Jammu y Cachemira, administrada por India, por militantes que se oponen al gobierno."
"324","EfemerideEvento","Constantino el Grande derrota de manera decisiva a Licinio en la Batalla de Crisópolis, estableciendo el control absoluto de Constantino sobre el Imperio Romano."
"AD 96","EfemerideEvento","Nerva es proclamado emperador romano tras el asesinato de Domiciano."
"1344","EfemerideNacimientos","Marie de Francia, duquesa de Bar (fallecida en 1404)"
"1137","EfemerideFallecimientos","Eric II, rey de Dinamarca"
