"Fecha","Tipo","Descripcion"
"1982","EfemerideEvento","Honda se convierte en la primera empresa automotriz asiática en producir automóviles en Estados Unidos con la apertura de su fábrica en Marysville, Ohio; un Honda Accord es el primer vehículo producido allí."
"1984","EfemerideEvento","Tras el asesinato de Indira Gandhi, Primera Ministra de India, el 31 de octubre de 1984, por dos de sus guardaespaldas, se desataron disturbios dirigidos contra la comunidad sij."
"1987","EfemerideEvento","La Clase 43 de British Rail (HST) alcanza la velocidad récord de 238 km/h para vehículos ferroviarios con combustible a bordo para generar electricidad para los motores de tracción."
"1993","EfemerideEvento","El Tratado de Maastricht entra en vigor, estableciendo formalmente la Unión Europea."
"2000","EfemerideEvento","La República de Serbia y Montenegro se une a las Naciones Unidas."
"2012","EfemerideEvento","Un camión de combustible se accidenta y explota en la capital saudita, Riad, provocando 26 víctimas fatales y 135 heridos."
"365","EfemerideEvento","Los alemanes cruzan el Rhin e invaden la Galia. El emperador Valentiniano I se traslada a París para comandar el ejército y defender las ciudades galas."
"996","EfemerideEvento","El emperador Otto III emite un documento a Gottschalk, obispo de Freising, que es el documento más antiguo conocido que utiliza el nombre Ostarrîchi (Austria en alto alemán antiguo)."
"1339","EfemerideNacimientos","Rodolfo IV, duque de Austria (fallecido en 1365)"
"1038","EfemerideFallecimientos","Herman I, Margrave de Meissen (nacido alrededor del 980)"
