"Fecha","Tipo","Descripcion"
"1966","EfemerideEvento","La Ley de Ajuste Cubano entra en vigor, permitiendo a 123,000 cubanos la oportunidad de solicitar residencia permanente en los Estados Unidos."
"1967","EfemerideEvento","Guerra de Vietnam: El presidente de EE. UU. Lyndon B. Johnson y ""Los Sabios"" concluyen que se deben ofrecer informes más optimistas al pueblo estadounidense sobre el avance de la guerra."
"1983","EfemerideEvento","El presidente de EE. UU., Ronald Reagan, firma una ley que crea el Día de Martin Luther King, Jr."
"1984","EfemerideEvento","Pena capital: Velma Barfield se convierte en la primera mujer ejecutada en Estados Unidos desde 1962."
"1986","EfemerideEvento","El rehén estadounidense, David Jacobsen, es liberado en Beirut después de 17 meses de cautiverio."
"1988","EfemerideEvento","El gusano Morris, el primer gusano informático distribuido por Internet que recibió una atención significativa de los medios de comunicación, se lanzó desde el MIT."
"1990","EfemerideEvento","British Satellite Broadcasting y Sky Television plc se fusionan para formar BSkyB como resultado de enormes pérdidas."
"619","EfemerideEvento","Un gobernante del kanato turco occidental es eliminado en un palacio chino por rivales turcos orientales tras la aprobación del emperador Tang Gaozu."
"1154","EfemerideNacimientos","Constance, Reina de Sicilia, esposa de Enrique VI, Emperador del Sacro Imperio Romano (fallecida en 1198)"
"1083","EfemerideFallecimientos","Matilde de Flandes (nacida en 1031) fue una figura importante en la historia medieval, conocida por su influencia política y su papel en la dinastía que gobernó en Europa. Era hija del conde de Flandes, y su familia estaba relacionada con varias casas reales. Matilde se casó con el duque de Normandía, lo que fortaleció los lazos entre Flandes y Normandía y tuvo un impacto significativo en la política de la época. Su vida estuvo marcada por la lucha por el poder y la consolidación de territorios, lo que la convirtió en una figura clave en la historia de Europa durante el siglo XI."
