"Fecha","Tipo","Descripcion"
"2008","EfemerideEvento","Una dique de cenizas se rompió en un área de contención de residuos sólidos en el condado de Roane, Tennessee, liberando 1.1 mil millones de galones estadounidenses (4,200,000 m3) de una mezcla de cenizas de carbón."
"2010","EfemerideEvento","La derogación de la política de no preguntar, no decir, una normativa de 17 años que prohibía a los homosexuales servir abiertamente en el ejército de Estados Unidos, es firmada como ley por el presidente Barack Obama."
"2016","EfemerideEvento","Las fuerzas gubernamentales sirias recuperan el control de las áreas sitiada de Aleppo."
"401","EfemerideEvento","El Papa Inocencio I es elegido."
"609","EfemerideEvento","Muhammad afirma recibir su primera revelación."
"856","EfemerideEvento","Terremoto de Damghan: Un terremoto cerca de la ciudad persa de Damghan causa la muerte de aproximadamente 200,000 personas, siendo el sexto terremoto más mortal en la historia registrada."
"880","EfemerideEvento","Luoyang, capital oriental de la dinastía Tang, es tomada por el líder rebelde Huang Chao durante el reinado del emperador Xizong."
"AD 69","EfemerideEvento","El emperador Vitellius es capturado y asesinado en las escaleras gemonias en Roma."
"1095","EfemerideNacimientos","Roger II de Sicilia (fallecido en 1154) fue un rey normando que jugó un papel fundamental en la unificación de Sicilia bajo una sola corona. Nacido en 1095, era hijo de Roger I, conde de Sicilia. Tras la muerte de su padre, Roger II heredó el territorio y comenzó a expandir su dominio. Su reinado se caracterizó por la consolidación del poder normando en la isla y la creación de un reino próspero que integraba diversas culturas y tradiciones.

Roger II fue conocido por su pragmatismo político y su habilidad para negociar con diversas facciones, incluyendo musulmanes y cristianos. Durante su gobierno, promovió el comercio y la cultura, estableciendo a Palermo como un importante centro de la civilización mediterránea. También fue el primero en ser coronado como rey de Sicilia en 1130, lo que marcó el inicio de un nuevo capítulo en la historia de la isla.

Su legado incluye avances en la administración y la construcción de una sociedad más cohesiva y multicultural, aunque su ascenso al poder estuvo acompañado de conflictos con rivales que buscaban desafiar su autoridad. La muerte de Roger II en 1154 dejó un vacío de poder que eventualmente llevó a luchas dinásticas en su reino."
"1012","EfemerideFallecimientos","Baha' al-Dawla, emir buyida de Irak."
