"Fecha","Tipo","Descripcion"
"2001","EfemerideEvento","SIEV X, un barco pesquero indonesio en camino a la Isla de Navidad, que transportaba a más de 400 solicitantes de asilo, se hunde en aguas internacionales con la pérdida de 353 vidas."
"2003","EfemerideEvento","La Madre Teresa es beatificada por el Papa Juan Pablo II."
"2005","EfemerideEvento","El huracán Wilma se convierte en el huracán atlántico más intenso registrado, con una presión mínima de 882 mb."
"2005","EfemerideEvento","Saddam Hussein comienza su juicio en Bagdad por violaciones a los derechos humanos."
"2012","EfemerideEvento","Una explosión causa la muerte de ocho personas y deja a 110 heridas en Beirut, Líbano."
"2013","EfemerideEvento","Al menos 105 personas resultaron heridas en un accidente de tren en la estación de Once en Buenos Aires."
"202 BC","EfemerideEvento","Segunda Guerra Púnica: En la Batalla de Zama, las legiones romanas bajo el mando de Escipión el Africano vencen a Aníbal Barca, líder del ejército defensor de Cartago."
"439","EfemerideEvento","Los vándalos, liderados por el rey Gaiserico, toman Cartago en el norte de África."
"1276","EfemerideNacimientos","Príncipe Hisaaki de Japón (fallecido en 1328)"
"1216","EfemerideFallecimientos","Juan, rey de Inglaterra (nacido en 1167)"
