"Fecha","Tipo","Descripcion"
"1987","EfemerideEvento","En Japón, NEC lanza la primera consola de videojuegos de 16 bits (cuarta generación), el PC Engine, que más tarde se vende en otros mercados bajo el nombre de TurboGrafx-16."
"1993","EfemerideEvento","Los problemas: Los leales llevan a cabo un tiroteo masivo en una fiesta de Halloween en Greysteel, Irlanda del Norte, matando a ocho civiles, seis católicos y dos protestantes."
"1995","EfemerideEvento","Los ciudadanos de Quebec votan por un estrecho margen (50.58% a 49.42%) a favor de permanecer como provincia de Canadá en su segundo referéndum sobre la soberanía nacional."
"2005","EfemerideEvento","La reconstruida Frauenkirche de Dresde (destruida en el bombardeo de Dresde durante la Segunda Guerra Mundial) es reconsagrada después de un proyecto de reconstrucción de trece años."
"2014","EfemerideEvento","Suecia es el primer estado miembro de la Unión Europea en reconocer oficialmente al Estado de Palestina."
"2015","EfemerideEvento","Sesenta y cuatro personas fallecen y más de 147 resultan heridas tras un incendio en un club nocturno en la capital rumana, Bucarest."
"637","EfemerideEvento","Antioquía se rinde a las fuerzas musulmanas bajo el Califato Rashidun tras la Batalla del Puente de Hierro."
"758","EfemerideEvento","Guangzhou es saqueada por piratas árabes y persas."
"1218","EfemerideNacimientos","Emperador Chūkyō de Japón (fallecido en 1234)"
"1137","EfemerideFallecimientos","Sergio VII, Duque de Nápoles."
