"Fecha","Tipo","Descripcion"
"1995","EfemerideEvento","El ex Primer Ministro de Italia, Bettino Craxi, es condenado en ausencia por corrupción."
"1997","EfemerideEvento","Mini-crash en la bolsa: Las bolsas de valores de todo el mundo caen por los temores de un colapso económico global. El Promedio Industrial Dow Jones se desploma 554.26 puntos hasta 7,161.15."
"1999","EfemerideEvento","Hombres armados abrieron fuego en el Parlamento de Armenia, provocando la muerte del Primer Ministro Vazgen Sargsyan, el Presidente Karen Demirchyan y otras seis personas."
"2014","EfemerideEvento","Gran Bretaña se retira de Afganistán tras el final de la operación Herrick, que comenzó el 20 de junio de 2002, después de 12 años, cuatro meses y siete días."
"2017","EfemerideEvento","Cataluña declara su independencia de España."
"312","EfemerideEvento","Constantino el Grande se dice que recibió su famosa Visión de la Cruz."
"710","EfemerideEvento","Invasión sarracena de Cerdeña."
"939","EfemerideEvento","Æthelstan, el primer rey de Inglaterra, falleció y fue sucedido por su medio hermano, Edmund I."
"1156","EfemerideNacimientos","Raymond VI, conde de Toulouse (fallecido en 1222)"
"1269","EfemerideFallecimientos","Ulrich III, Duque de Carintia (nacido alrededor de 1220)"
