"Fecha","Tipo","Descripcion"
"1972","EfemerideEvento","Atari anuncia el lanzamiento de Pong, el primer videojuego de éxito comercial."
"1986","EfemerideEvento","Las fuerzas armadas de Surinam atacan la aldea de Moiwana durante la Guerra de Guérilla de Surinam, causando la pérdida de al menos 39 civiles, en su mayoría mujeres y niños."
"1987","EfemerideEvento","El vuelo de Korean Air 858 explota sobre la frontera entre Tailandia y Birmania, con un saldo de 115 personas fallecidas."
"2007","EfemerideEvento","Las Fuerzas Armadas de Filipinas sitian la Península de Manila después de que soldados liderados por el senador Antonio Trillanes llevan a cabo una revuelta."
"2009","EfemerideEvento","Maurice Clemmons dispara y causa la muerte de cuatro oficiales de policía dentro de una cafetería en Lakewood, Washington."
"561","EfemerideEvento","El rey Clotario I fallece en Compiègne. La dinastía merovingia es continuada por sus cuatro hijos, Chariberto I, Guntrán, Sigiberto I y Chilperico I, quienes dividen el reino franco."
"618","EfemerideEvento","La dinastía Tang obtiene una victoria decisiva sobre su rival Xue Rengao en la Batalla de Qianshuiyuan."
"903","EfemerideEvento","El ejército abasí bajo el mando de Muhammad ibn Sulayman al-Katib inflige una derrota decisiva a los qarmatíes en la Batalla de Hama."
"1310","EfemerideNacimientos","John de Mowbray, tercer Barón Mowbray, noble inglés (fallecido en 1361)."
,"EfemerideFallecimientos","John de Mowbray, tercer Barón Mowbray, noble inglés (fallecido en 1361)."
