"Fecha","Tipo","Descripcion"
"1999","EfemerideEvento","El incendio en la hoguera de Aggie se derrumbó, resultando en la muerte de 12 estudiantes y dejando a 27 heridos."
"2002","EfemerideEvento","Crisis de desarme en Irak: Inspectores de armas de las Naciones Unidas liderados por Hans Blix llegan a Irak."
"2003","EfemerideEvento","La Corte Suprema de Justicia de Massachusetts decide 4-3 en el caso Goodridge contra el Departamento de Salud Pública que la prohibición del matrimonio entre personas del mismo sexo en el estado es inconstitucional y otorga a la legislatura estatal 180 días para cambiar la ley, convirtiendo a Massachusetts en el primer estado de Estados Unidos en otorgar derechos matrimoniales a parejas del mismo sexo."
"2003","EfemerideEvento","En el Reino Unido, la Ley de Gobierno Local de 2003, que deroga la Sección 28, entra en vigor."
"2012","EfemerideEvento","El Papa Tawadros II de Alejandría se convierte en el 118.º Papa de la Iglesia Ortodoxa Copta de Alejandría."
"2013","EfemerideEvento","NASA lanza la sonda MAVEN hacia Marte."
"326","EfemerideEvento","La antigua Basílica de San Pedro está consagrada."
"401","EfemerideEvento","Los visigodos, liderados por el rey Alarico I, cruzan los Alpes e invaden el norte de Italia."
"1522","EfemerideNacimientos","Lamoral, conde de Egmont (fallecido en 1568)"
"1100","EfemerideFallecimientos","Thomas de Bayeux, arzobispo de York."
