"Fecha","Tipo","Descripcion"
"1997","EfemerideEvento","El segundo mayor robo de efectivo en la historia de EE. UU. ocurre en la oficina de Loomis, Fargo y Company en Charlotte, Carolina del Norte. Una investigación del Buró Federal de Investigación finalmente resulta en 24 condenas y la recuperación de aproximadamente el 95% de los 17.3 millones de dólares en efectivo robados."
"2001","EfemerideEvento","Siberia Airlines Flight 1812: un Sibir Airlines Tupolev Tu-154 se estrella contra el Mar Negro después de ser golpeado por un misil S-200 ucraniano errante. Setenta y ocho personas son asesinadas."
"2003","EfemerideEvento","Atentado en el restaurante Maxim en Haifa, Israel: Veintiuna personas de diversas nacionalidades, incluyendo israelíes de diferentes orígenes, pierden la vida y 51 resultan heridas."
"2004","EfemerideEvento","SpaceShipOne gana el Premio Ansari X por vuelos espaciales privados, al ser la primera nave privada en volar al espacio."
"2006","EfemerideEvento","Wikileaks es lanzado por Julian Assange."
"2010","EfemerideEvento","El accidente en la planta de Ajka, en el oeste de Hungría, libera alrededor de un millón de metros cúbicos de lodo de alúmina líquida. Nueve personas pierden la vida y 122 resultan heridas, y los ríos Marcal y Danubio quedan gravemente contaminados."
"610","EfemerideEvento","Heraclio llega en barco desde África a Constantinopla, derroca al emperador bizantino Focas y se convierte en emperador."
"AD 23","EfemerideEvento","Los rebeldes toman y saquean la capital china Chang'an durante una rebelión campesina. Dos días después, el emperador Wang Mang es asesinado."
"1160","EfemerideNacimientos","Alys, condesa de Vexin, hija de Luis VII de Francia (fallecida alrededor de 1220)."
"1052","EfemerideFallecimientos","Vladimir de Novgorod (nacido en 1020)"
