"Fecha","Tipo","Descripcion"
"2003","EfemerideEvento","Las Naciones Unidas levantan las sanciones contra Libia después de que ese país aceptara asumir responsabilidad y compensar a las familias de las víctimas del atentado de 1988 en el vuelo 103 de Pan Am."
"2007","EfemerideEvento","El expresidente de Filipinas, Joseph Estrada, ha sido condenado por malversación de fondos."
"2008","EfemerideEvento","La colisión de trenes de Chatsworth en 2008 en Los Ángeles entre un tren de pasajeros de Metrolink y un tren de carga de Union Pacific resultó en la pérdida de 25 vidas."
"2011","EfemerideEvento","El Museo conmemorativo del 11 de septiembre en la ciudad de Nueva York abre al público."
"2014","EfemerideEvento","William Tyrrell, de tres años, desaparece en Kendall, Nueva Gales del Sur, Australia."
"2015","EfemerideEvento","Una serie de explosiones relacionadas con propano que activaron detonadores de minería almacenados de forma ilegal en la localidad india de Petlawad, en el estado de Madhya Pradesh, dejó al menos 105 personas fallecidas y más de 150 heridas."
"372","EfemerideEvento","Dieciséis Reinos: Jin Xiaowudi, a la edad de 10 años, sucede a su padre Jin Jianwendi como emperador de la dinastía Jin del Este."
"490 BC","EfemerideEvento","Batalla de Maratón: La fecha convencionalmente aceptada para la Batalla de Maratón. Los atenienses y sus aliados plateenses derrotan a la primera fuerza invasora persa de Grecia."
"1415","EfemerideNacimientos","John de Mowbray, tercer duque de Norfolk (fallecido en 1461)"
"1185","EfemerideFallecimientos","Andronikos I Komnenos, emperador bizantino (nacido en 1118)"
