"Fecha","Tipo","Descripcion"
"2007","EfemerideEvento","El ataque a la Base de la Fuerza Aérea de Anuradhapura lo llevan a cabo 21 comandos Tamil Tiger. Todos excepto uno murieron en este ataque. Ocho aviones de la Fuerza Aérea de Sri Lanka resultan destruidos y 10 dañados."
"2008","EfemerideEvento","India lanza su primera misión lunar no tripulada Chandrayaan-1."
"2013","EfemerideEvento","El Territorio de la Capital Australiana se convierte en la primera jurisdicción australiana en legalizar el matrimonio entre personas del mismo sexo con la Ley de Igualdad Matrimonial (Mismo Sexo) de 2013."
"2014","EfemerideEvento","Michael Zehaf-Bibeau ataca el Parlamento de Canadá en Ottawa, Ontario, Canadá, causando la muerte de un soldado e hiriendo a tres personas más."
"362","EfemerideEvento","El templo de Apolo en Daphné, cerca de Antioquía, fue destruido en un incendio misterioso."
"451","EfemerideEvento","El Concilio de Calcedonia adopta el Credo Calcedonense respecto a la naturaleza divina y humana de Jesucristo."
"794","EfemerideEvento","El emperador Kanmu traslada la capital japonesa a Heian-kyō (actualmente Kioto)."
"906","EfemerideEvento","Ahmad ibn Kayghalagh lidera una incursión contra el Imperio Bizantino desde Tarsus. Llega al río Halys y toma entre 4,000 y 5,000 prisioneros."
"1071","EfemerideNacimientos","William IX, Duque de Aquitania (fallecido en 1126)"
"1383","EfemerideFallecimientos","Fernando I de Portugal (nacido en 1345) fue un monarca que gobernó en un período caracterizado por conflictos y desafíos dinásticos. Su reinado estuvo marcado por tensiones con castillos vecinos y la búsqueda de legitimidad dinástica. Fernando I, conocido por su carácter y decisiones, tuvo que enfrentar las consecuencias de las disputas territoriales y el manejo de alianzas políticas en la península ibérica. A su muerte, dejó un legado complicado que afectó la continuidad de su línea sucesoria, lo que llevó a una crisis dinástica en el reino."
