"Fecha","Tipo","Descripcion"
"1985","EfemerideEvento","Paul Castellano y Thomas Bilotti son asesinados por orden de John Gotti, quien asume el liderazgo de la familia del crimen Gambino de Nueva York."
"1989","EfemerideEvento","Revolución Rumana: Se producen protestas en Timișoara, Rumania, en respuesta a un intento del gobierno de desalojar al disidente pastor húngaro László Tőkés."
"1989","EfemerideEvento","El juez del tribunal de apelaciones de EE. UU., Robert Smith Vance, es asesinado por una bomba en un paquete enviada por Walter Leroy Moody, Jr."
"1991","EfemerideEvento","Kazajistán declara su independencia de la Unión Soviética."
"2013","EfemerideEvento","Un autobús cayó de una autopista elevada en la capital de Filipinas, Manila, causando la muerte de al menos 18 personas y dejando a 20 heridas."
"2014","EfemerideEvento","Militantes de Tehrik-i-Taliban Pakistan asaltaron una escuela pública en Peshawar, Pakistán, dejando un saldo de 145 personas fallecidas, en su mayoría niños."
"714","EfemerideEvento","Pepin de Herstal, mayordomo del palacio merovingio, fallece en Jupille (actual Bélgica). Es sucedido por su nieto Theudoald, aún infante, mientras su esposa Plectrude ejerce el poder real en el Reino Franco."
"755","EfemerideEvento","An Lushan se rebeló contra el canciller Yang Guozhong en Yanjing, iniciando la Rebelión de An Lushan durante la dinastía Tang de China."
"1364","EfemerideNacimientos","Emperador Manuel III de Trebisonda (fallecido en 1417)"
"1153","EfemerideFallecimientos","Ranulf de Gernon, cuarto conde de Chester (n. c. 1100)"
