"Fecha","Tipo","Descripcion"
"2000","EfemerideEvento","George W. Bush fue certificado como el ganador de los votos electorales de Florida por Katherine Harris, pasando a ganar las elecciones presidenciales de Estados Unidos, a pesar de perder en el voto popular nacional."
"2003","EfemerideEvento","El Concorde realiza su vuelo final sobre Bristol, Inglaterra."
"2004","EfemerideEvento","El último Poʻouli (picaflor de cara negra) muere de una enfermedad transmitida por aves en el Centro de Conservación de Aves de Maui en Olinda, Hawaii, antes de que pudiera reproducirse, lo que hace que la especie sea, en toda probabilidad, extinta."
"2004","EfemerideEvento","Masacre en la escuela de Ruzhou: un hombre apuñala y mata a ocho personas e hiere gravemente a otras cuatro en un dormitorio escolar en Ruzhou, China."
"2008","EfemerideEvento","Ataques en Mumbai por Lashkar-e-Taiba."
"2011","EfemerideEvento","El Laboratorio Científico de Marte se lanza a Marte con el Rover Curiosity."
"2011","EfemerideEvento","Ataque de la OTAN en Pakistán: Fuerzas de la OTAN en Afganistán atacan un puesto de control pakistaní en un incidente de fuego amigo, resultando en la muerte de 24 soldados y 13 heridos."
"783","EfemerideEvento","La reina asturiana Adosinda está retenida en un monasterio para evitar que su familia recupere el trono de Mauregatus."
"1288","EfemerideNacimientos","Go-Daigo, emperador japonés (fallecido en 1339)"
"1014","EfemerideFallecimientos","Swanehilde de Sajonia, margravina de Meissen."
