"Fecha","Tipo","Descripcion"
"2001","EfemerideEvento","El presidente de EE. UU., George W. Bush, anuncia la creación de la Oficina de Seguridad Nacional."
"2001","EfemerideEvento","Un avión de pasajeros de Scandinavian Airlines System y un Cessna de dos motores colisionan en densa niebla durante el despegue de Milán, Italia, con un saldo de 118 fallecidos."
"2005","EfemerideEvento","El terremoto de Kashmir de 7.6 Mw tiene una intensidad máxima de VIII (Severo) en la escala de Mercalli, dejando entre 86,000 y 87,351 personas fallecidas, entre 69,000 y 75,266 heridas, y 2.8 millones de personas sin hogar."
"2014","EfemerideEvento","Thomas Eric Duncan, la primera persona en los Estados Unidos diagnosticada con el virus del ébola, fallece."
"2016","EfemerideEvento","Tras el paso del huracán Matthew, el número de fallecidos se eleva a casi 900."
"314","EfemerideEvento","El emperador romano Licinio es derrotado por su colega Constantino I en la batalla de Cibalae y pierde sus territorios en Europa."
"451","EfemerideEvento","En Calcedonia, una ciudad de Bitinia en Asia Menor, comienza la primera sesión del Concilio de Calcedonia (finaliza el 1 de noviembre)."
"876","EfemerideEvento","Batalla de Andernach: Las fuerzas francas lideradas por Luis el Joven impiden una invasión de los francos occidentales y derrotan al emperador Carlos II."
"1150","EfemerideNacimientos","Narapatisithu, rey de Birmania (fallecido en 1211)"
"1281","EfemerideFallecimientos","Princesa Constance de Gran Polonia (nacida aproximadamente en 1245)"
