"Fecha","Tipo","Descripcion"
"2000","EfemerideEvento","La facción de las Unidades Guerrilleras Leninistas del Partido Comunista de Turquía/Leninista ataca una oficina del Partido del Movimiento Nacionalista en Estambul, Turquía, resultando en una persona fallecida y tres heridas."
"2001","EfemerideEvento","Crisis económica en Argentina: Disturbios de diciembre: Estallan disturbios en Buenos Aires, Argentina."
"2001","EfemerideEvento","Se registra una presión barométrica récord de 1085.6 hPa (32.06 inHg) en Tosontsengel, Khövsgöl, Mongolia."
"2012","EfemerideEvento","Park Geun-hye es elegida la primera presidenta mujer de Corea del Sur."
"2013","EfemerideEvento","La nave espacial Gaia es lanzada por la Agencia Espacial Europea."
"2016","EfemerideEvento","Un incidente en Berlín, Alemania, causa múltiples víctimas en un mercado navideño."
"2016","EfemerideEvento","El embajador ruso en Turquía, Andrei Karlov, es víctima de un ataque durante una exposición de arte en Ankara. El atacante, Mevlüt Mert Altıntaş, es neutralizado por las fuerzas de seguridad turcas."
"211","EfemerideEvento","Publias Septimio Geta, co-emperador de Roma, es atraído a acudir sin su escolta para reunirse con su hermano Marco Aurelio Antonino (Caracalla), para discutir una posible reconciliación. Cuando llega, la Guardia Pretoriana actúa en su contra y fallece en los brazos de su madre, Julia Domna."
"1343","EfemerideNacimientos","William I, Margrave de Meissen (fallecido en 1407) fue un noble medieval que desempeñó un papel importante en la historia de la región. Su liderazgo se destacó en un período de cambios y conflictos, donde las dinámicas de poder estaban en constante evolución. William I fue conocido por su habilidad para gestionar alianzas y su influencia en la política regional. Su muerte marcó el fin de una era en la que Meissen buscaba consolidar su autonomía y poder frente a otras facciones en el área."
"1091","EfemerideFallecimientos","Adelaida de Susa, margravina de Turín."
