"Fecha","Tipo","Descripcion"
"1995","EfemerideEvento","La nave espacial Galileo llega a Júpiter, un poco más de seis años después de que fuera lanzada por el transbordador espacial Atlantis durante la misión STS-34."
"1999","EfemerideEvento","A&M Records, Inc. contra Napster, Inc.: La Asociación de la Industria Discográfica de América demanda al servicio de intercambio de archivos entre pares Napster, alegando infracción de derechos de autor."
"2003","EfemerideEvento","El Partido Conservador de Canadá está oficialmente registrado, tras la fusión de la Alianza Canadiense y el Partido Conservador Progresista de Canadá."
"2005","EfemerideEvento","Rigoberto Alpizar, un pasajero del vuelo 924 de American Airlines que supuestamente afirmó tener un artefacto explosivo, es abatido por un equipo de agentes federales de seguridad en el Aeropuerto Internacional de Miami."
"2015","EfemerideEvento","La sonda Akatsuki de JAXA entra con éxito en órbita alrededor de Venus cinco años después del primer intento."
"2016","EfemerideEvento","El ejército sirio continúa un ataque a gran escala y controla el renacer (Sheikh Lutfi, Marja, Bab al-Nairab, Maadi, Al-Salhin) en el este de Aleppo, respaldado por la Fuerza Aérea rusa y milicias iraníes."
"43 BC","EfemerideEvento","Marco Tulio Cicerón es asesinado."
"574","EfemerideEvento","El emperador bizantino Justiniano II se retira debido a recurrentes episodios de locura. Abdica del trono en favor de su general Tiberio, proclamándolo emperador."
"1302","EfemerideNacimientos","Azzone Visconti, noble italiano (fallecido en 1339)."
"1254","EfemerideFallecimientos","Inocencio IV, papa de la Iglesia Católica (nacido en 1195)"
