"Fecha","Tipo","Descripcion"
"1990","EfemerideEvento","Después de la reunificación alemana, la República Federal de Alemania y Polonia firman un tratado que confirma la línea Oder-Neisse como la frontera entre Alemania y Polonia."
"1991","EfemerideEvento","Las autoridades estadounidenses y británicas anuncian acusaciones contra dos funcionarios de inteligencia libios en relación con la caída del vuelo 103 de Pan Am."
"1991","EfemerideEvento","El príncipe camboyano Norodom Sihanouk regresa a Phnom Penh después de trece años de exilio."
"1995","EfemerideEvento","Un enfrentamiento presupuestario entre demócratas y republicanos en el Congreso de EE.UU. obliga al gobierno federal a cerrar temporalmente parques nacionales y museos, y a operar la mayoría de las oficinas gubernamentales con personal reducido."
"2001","EfemerideEvento","Guerra en Afganistán: Luchadores de la Alianza del Norte afgana toman el control de la capital Kabul."
"2003","EfemerideEvento","Astrónomos Michael E. Brown, Chad Trujillo y David L. Rabinowitz descubren 90377 Sedna, un objeto transneptuniano."
"2008","EfemerideEvento","La primera cumbre económica del G-20 se inaugura en Washington, D.C."
"2012","EfemerideEvento","Israel lanza una importante operación militar en la Franja de Gaza, mientras las tensiones con Hamas aumentan."
"1449","EfemerideNacimientos","Sidonia de Poděbrady, hija del rey de Bohemia (fallecida en 1510)."
"1060","EfemerideFallecimientos","Geoffrey II, Conde de Anjou"
