"Fecha","Tipo","Descripcion"
"1986","EfemerideEvento","Asunto Irán-Contra: La revista libanesa Ash-Shiraa informa que Estados Unidos ha estado vendiendo armas de manera secreta a Irán con el fin de asegurar la liberación de siete ciudadanos estadounidenses retenidos por grupos afines a Irán en Líbano."
"1988","EfemerideEvento","Mercenarios tamiles de Sri Lanka intentan derrocar al gobierno de Maldivas. A petición del presidente Maumoon Abdul Gayoom, el ejército indio reprime el intento de golpe en 24 horas."
"1996","EfemerideEvento","Muerte de Abdullah Çatlı, líder de la organización ultra-nacionalista turca Lobos Grises en el accidente de tráfico de Susurluk, lo que provoca la renuncia del Ministro del Interior turco, Mehmet Ağar (un líder del Partido del Verdadero Camino)."
"1997","EfemerideEvento","Los Estados Unidos de América imponen sanciones económicas contra Sudán en respuesta a las violaciones de derechos humanos de sus propios ciudadanos y su apoyo material y político a grupos extremistas en el Medio Oriente y el Este de África."
"2014","EfemerideEvento","Uno de los edificios más emblemáticos de Nueva York, el One World Trade Center, abre oficialmente."
"2016","EfemerideEvento","Los Chicago Cubs derrotan a los Cleveland Indians en el Juego 7 de la Serie Mundial de 2016 para conseguir su primer título en 108 años; poniendo fin a la entonces racha más larga sin un campeonato en la historia deportiva de Estados Unidos."
"361","EfemerideEvento","El emperador Constancio II muere de fiebre en Mopsuestia, en Cilicia; en su lecho de muerte es bautizado y declara a su primo Juliano como su sucesor legítimo."
"644","EfemerideEvento","Umar ibn al-Jattab, el segundo califa musulmán, es asesinado por un esclavo persa en Medina."
"1500","EfemerideNacimientos","Benvenuto Cellini, escultor y pintor italiano (fallecido en 1571)"
"1219","EfemerideFallecimientos","Saer de Quincy, primer conde de Winchester, barón inglés y rebelde."
