"Fecha","Tipo","Descripcion"
"1980","EfemerideEvento","Como parte de las relaciones entre la Santa Sede y el Reino Unido, un monarca británico realiza la primera visita de estado al Vaticano."
"1989","EfemerideEvento","El terremoto de 6.9 Mw de Loma Prieta sacude el área de la Bahía de San Francisco y la Costa Central con una intensidad máxima de IX (Violento). Murieron sesenta y tres personas."
"1989","EfemerideEvento","Revolución Pacífica: El Politburó de Alemania Oriental vota para destituir a Erich Honecker de su cargo como Secretario General del Partido Socialista Unificado de Alemania."
"1992","EfemerideEvento","Habiendo ido a la casa equivocada para una fiesta de Halloween, el estudiante de intercambio japonés Yoshihiro Hattori fue impactado fatalmente por el propietario en Baton Rouge, Louisiana."
"1994","EfemerideEvento","El periodista ruso Dmitry Kholodov es asesinado mientras investiga la corrupción en las fuerzas armadas."
"2000","EfemerideEvento","Accidente de tren en Hatfield, al norte de Londres, que llevó al colapso de Railtrack."
"2001","EfemerideEvento","El ministro de turismo de Israel, Rehavam Ze'evi, se convierte en el primer ministro israelí en ser víctima de un ataque en un acto de violencia."
"2003","EfemerideEvento","El pináculo está instalado en el techo de Taipei 101, un rascacielos de 101 pisos en Taipei, lo que le permite superar a las Torres Petronas en Kuala Lumpur por 56 metros y convertirse en el rascacielos más alto del mundo."
"1253","EfemerideNacimientos","Ivo de Kermartin, sacerdote francés y santo (fallecido en 1303)"
"1271","EfemerideFallecimientos","Steinvör Sighvatsdóttir, aristócrata y poeta islandesa."
