"Fecha","Tipo","Descripcion"
"1973","EfemerideEvento","""Masacre del Sábado por la Noche"": El presidente de los Estados Unidos, Richard Nixon, destituye al fiscal general de EE. UU., Elliot Richardson, y al fiscal general adjunto, William Ruckelshaus, después de que ellos se niegan a despedir al fiscal especial del caso Watergate, Archibald Cox, quien finalmente es despedido por Robert Bork."
"1973","EfemerideEvento","La Ópera de Sídney es inaugurada por Elizabeth II tras 14 años de construcción."
"1976","EfemerideEvento","El ferry George Prince es impactado por un barco mientras cruza el río Misisipi entre Destrehan y Luling, Louisiana. Setenta y ocho pasajeros y miembros de la tripulación fallecen, y solo 18 personas a bordo del ferry sobreviven."
"1977","EfemerideEvento","El avión de la banda de rock Lynyrd Skynyrd sufre un accidente."
"1981","EfemerideEvento","Dos policías y un guardia de un vehículo blindado mueren durante un robo a mano armada en el condado de Rockland, Nueva York, llevado a cabo por miembros del Ejército de Liberación Negro y Weather Underground."
"1982","EfemerideEvento","Durante el partido de la Copa de la UEFA entre el FC Spartak de Moscú y el HFC Haarlem, 66 personas mueren aplastadas en el desastre de Luzhniki."
"1991","EfemerideEvento","Un terremoto de magnitud 6.8 afecta la región de Uttarkashi en India, causando la pérdida de más de 1,000 vidas."
"2011","EfemerideEvento","Guerra Civil Libia: Las fuerzas rebeldes del Consejo Nacional de Transición capturan al derrocado líder libio Muammar Gaddafi en su ciudad natal de Sirte y le quitan la vida poco después."
"1475","EfemerideNacimientos","Giovanni di Bernardo Rucellai, poeta y dramaturgo italiano (fallecido en 1525)."
"1122","EfemerideFallecimientos","Ralph d'Escures, arzobispo de Canterbury."
