"Fecha","Tipo","Descripcion"
"1990","EfemerideEvento","Osetia del Sur declara su independencia de Georgia."
"2000","EfemerideEvento","El edificio del Servicio de Inteligencia Secreta MI6 del Reino Unido es atacado por individuos que utilizan un misil antitanque RPG-22, de fabricación rusa. Los responsables permanecen sin identificar."
"2001","EfemerideEvento","En un discurso ante una sesión conjunta del Congreso y el pueblo estadounidense, el presidente de EE. UU., George W. Bush, declara una ""Guerra contra el Terror""."
"2003","EfemerideEvento","Maldivas en disturbios civiles: La muerte de un preso provoca un día de disturbios en Malé."
"2007","EfemerideEvento","Entre 15,000 y 20,000 manifestantes marcharon en Jena, Louisiana, en apoyo a seis jóvenes afroamericanos que habían sido condenados por agredir a un compañero de clase blanco."
"2008","EfemerideEvento","Un camión volquete lleno de explosivos detona frente al Hotel Marriott en Islamabad, Pakistán, matando a 54 personas e hiriendo a otras 266."
"2011","EfemerideEvento","Las fuerzas armadas de Estados Unidos ponen fin a su política de ""no preguntar, no decir"", permitiendo que hombres y mujeres homosexuales sirvan abiertamente por primera vez."
"622","EfemerideEvento","Muhammad y Abu Bakr llegaron a Medina."
"1449","EfemerideNacimientos","Filip I, Conde de Hanau-Münzenberg (fallecido en 1500)"
"1085","EfemerideFallecimientos","Hermann II, conde palatino de Lotharingia (nacido en 1049)"
