"Fecha","Tipo","Descripcion"
"2004","EfemerideEvento","El Papa Juan Pablo II devuelve las reliquias de San Juan Crisóstomo a la Iglesia Ortodoxa Oriental."
"2006","EfemerideEvento","La Cámara de los Comunes de Canadá aprueba una moción presentada por el Primer Ministro Stephen Harper que reconoce a los quebequenses como una nación dentro de Canadá."
"2009","EfemerideEvento","Explosión en el Nevsky Express: Se produce una explosión en el tren Nevsky Express entre Moscú y San Petersburgo, lo que provoca su descarrilamiento y ocasiona 28 fallecimientos y 96 heridos."
"2015","EfemerideEvento","Estados Unidos: Un tirador activo dentro de una instalación de Planned Parenthood en Colorado Springs, Colorado, ataca al menos a cuatro oficiales de policía. Un oficial fallece posteriormente. También se reportan dos civiles fallecidos y seis heridos. El autor del ataque se entregó más tarde."
"395","EfemerideEvento","Rufino, prefecto pretoriano del Este, es asesinado por mercenarios góticos bajo Gainas."
"511","EfemerideEvento","El rey Clodoveo I muere en Lutecia y es enterrado en la Abadía de Santa Genoveva."
"602","EfemerideEvento","El emperador Mauricio se ve obligado a presenciar la ejecución de sus cinco hijos antes de ser decapitado él mismo."
"AD 25","EfemerideEvento","Luoyang es declarada capital de la dinastía Han del Este por el emperador Guangwu de Han."
"111","EfemerideNacimientos","Antinoo, favorito griego de Adriano (fallecido en 130)."
"1067","EfemerideFallecimientos","Sancha de León, Reina de León (nacida alrededor de 1018)"
