"Fecha","Tipo","Descripcion"
"1988","EfemerideEvento","Benazir Bhutto asume el cargo de Primera Ministra de Pakistán, convirtiéndose en la primera mujer en liderar el gobierno de un estado dominado por el Islam."
"1991","EfemerideEvento","Canadá y Polonia se convierten en las primeras naciones en reconocer la independencia de Ucrania de la Unión Soviética."
"1993","EfemerideEvento","El narcotraficante colombiano Pablo Escobar es asesinado a tiros en Medellín."
"1993","EfemerideEvento","Programa del transbordador espacial: STS-61: NASA lanza el transbordador espacial Endeavour en una misión para reparar el telescopio espacial Hubble."
"1999","EfemerideEvento","El Reino Unido transfiere el poder político en Irlanda del Norte al Ejecutivo de Irlanda del Norte tras el Acuerdo del Viernes Santo."
"2001","EfemerideEvento","Enron se declara en quiebra bajo el Capítulo 11."
"2015","EfemerideEvento","Ataque en San Bernardino: Syed Rizwan Farook y Tashfeen Malik causan 14 muertes y 22 heridos en el Centro Regional Inland en San Bernardino, California."
"2016","EfemerideEvento","36 personas mueren en un incendio en un almacén convertido en colectivo de artistas en Oakland, California."
"1501","EfemerideNacimientos","Reina Munjeong, reina coreana (fallecida en 1565)"
"1022","EfemerideFallecimientos","Elvira Menéndez, reina de Alfonso V de Castilla (nacida en 996)"
