"Fecha","Tipo","Descripcion"
"1995","EfemerideEvento","André Dallaire intenta llevar a cabo un atentado contra el Primer Ministro Jean Chrétien de Canadá. Sus planes son frustrados cuando la esposa del Primer Ministro cierra la puerta."
"1996","EfemerideEvento","El presidente paquistaní Farooq Leghari destituye al gobierno de la primera ministra Benazir Bhutto y disuelve la Asamblea Nacional de Pakistán."
"2006","EfemerideEvento","Saddam Hussein, ex presidente de Irak, y sus coacusados Barzan Ibrahim al-Tikriti y Awad Hamed al-Bandar, son condenados a muerte en el juicio de al-Dujail por su papel en la masacre de 148 musulmanes chiítas en 1982."
"2007","EfemerideEvento","El primer satélite lunar de China, Chang'e 1, entra en órbita alrededor de la Luna."
"2007","EfemerideEvento","El sistema operativo móvil Android es presentado por Google."
"2009","EfemerideEvento","El mayor del ejército de EE. UU. Nidal Malik Hasan provoca la muerte de 13 personas y hiere a 32 en Fort Hood, Texas, en el tiroteo más mortífero en una instalación militar de EE. UU."
"2013","EfemerideEvento","La India lanza la Misión del Orbiter de Marte, su primera sonda interplanetaria."
"2015","EfemerideEvento","Una represa de relaves de mineral de hierro se rompe en el estado brasileño de Minas Gerais, inundando un valle, provocando deslizamientos de tierra en la cercana localidad de Bento Rodrigues y causando hasta 9 fallecimientos y 19 personas desaparecidas."
"1271","EfemerideNacimientos","Ghazan, gobernante mongol del Ilkanato (fallecido en 1304)"
"1011","EfemerideFallecimientos","Mathilde, abadesa de Essen (nacida en 949)"
