"Fecha","Tipo","Descripcion"
"1996","EfemerideEvento","Ochenta y cuatro personas pierden la vida y más de 180 resultan heridas mientras 47,000 aficionados al fútbol intentan entrar en el Estadio Mateo Flores de 36,000 asientos en la Ciudad de Guatemala."
"1998","EfemerideEvento","El exdictador chileno general Augusto Pinochet es arrestado en Londres debido a una orden de España que solicita su extradición por cargos de homicidio."
"2002","EfemerideEvento","La Biblioteca de Alejandría en la ciudad egipcia de Alejandría, una conmemoración de la Biblioteca de Alejandría que se perdió en la antigüedad, es oficialmente inaugurada."
"2013","EfemerideEvento","El vuelo 301 de Lao Airlines se estrella al acercarse al Aeropuerto Internacional de Pakse en Laos, causando la muerte de 49 personas."
"2017","EfemerideEvento","El huracán Ophelia provoca un extraño sol rojo y un cielo amarillo debido al polvo del Sáhara y las cenizas de la península ibérica, dejando a 200,000 hogares en Irlanda sin electricidad y causando daños."
"456","EfemerideEvento","El magister militum Ricimer derrota al emperador Avitus en Piacenza y se convierte en el maestro del Imperio Romano de Occidente."
"690","EfemerideEvento","La emperatriz Wu Zetian asciende al trono de la dinastía Tang y se proclama gobernante del Imperio Chino."
"955","EfemerideEvento","Batalla en la Raxa: El rey Otto I derrota a la federación obotrita liderada por Nako y su hermano Stoigniew cerca de Mecklenburg."
"1351","EfemerideNacimientos","Gian Galeazzo Visconti, primer duque de Milán (fallecido en 1402)"
"1130","EfemerideFallecimientos","Pedro González de Lara, un magnate castellano."
