"Fecha","Tipo","Descripcion"
"1999","EfemerideEvento","Bruce Miller es asesinado en su desguace cerca de Flint, Michigan. Su esposa Sharee Miller, quien logró que su amante en línea Jerry Cassaday acabara con su vida (antes de quitarse la suya), fue condenada por el crimen, en lo que se convirtió en el primer caso de homicidio relacionado con Internet en el mundo."
"2002","EfemerideEvento","Crisis de desarme en Irak: Resolución 1441 del Consejo de Seguridad de la ONU: El Consejo de Seguridad de las Naciones Unidas aprueba por unanimidad una resolución sobre Irak, obligando a Saddam Hussein a desarmarse o enfrentar ""consecuencias graves""."
"2004","EfemerideEvento","Guerra de Irak: Más de 10,000 tropas de EE. UU. y un pequeño número de unidades del ejército iraquí participan en un asedio al bastión insurgente de Faluya."
"2011","EfemerideEvento","El asteroide potencialmente peligroso 2005 YU55 pasa a 0.85 distancias lunares de la Tierra (aproximadamente 324,600 kilómetros o 201,700 millas), el acercamiento más cercano conocido de un asteroide de su brillo desde 2010 XC15 en 1976."
"2013","EfemerideEvento","El tifón Haiyan, uno de los ciclones tropicales más fuertes jamás registrados, golpea la región de Visayas en Filipinas; la tormenta dejó al menos 6,340 fallecidos y más de 1,000 personas aún desaparecidas, y causó daños por 2.86 mil millones de dólares (2013)."
"2016","EfemerideEvento","El Primer Ministro de India, Narendra Modi, anuncia la retirada de los billetes de ₹500 y ₹1000 a partir de la medianoche, lo que hace que el 86% de la moneda en circulación sea inválida."
"2016","EfemerideEvento","Donald Trump es elegido 45.º presidente de los Estados Unidos al derrotar a Hillary Clinton. Ella es la quinta candidata presidencial en la historia de EE. UU. que gana el voto popular pero pierde la elección."
"960","EfemerideEvento","Batalla de Andrassos: los bizantinos bajo el mando de León Focas el Joven obtienen una victoria decisiva sobre el emir hamdánida de Aleppo, Sayf al-Dawla."
"1342","EfemerideNacimientos","Juliana de Norwich, mística y santa inglesa (fallecida en 1416)"
"1115","EfemerideFallecimientos","Godofredo de Amiens, obispo francés y santo (nacido en 1066)."
