"Fecha","Tipo","Descripcion"
"1991","EfemerideEvento","La primera versión del núcleo de Linux (0.01) se publica en Internet."
"1992","EfemerideEvento","Un líder kurdo iraní y sus dos carpineros son asesinados por militantes políticos en Berlín, Alemania."
"2001","EfemerideEvento","La Bolsa de Nueva York reabre para transacciones después de los ataques de septiembre, el cierre más prolongado desde la Gran Depresión."
"2006","EfemerideEvento","Se filtra al público una grabación de audio de un discurso privado del Primer Ministro húngaro Ferenc Gyurcsány, en el que confiesa que su Partido Socialista Húngaro había mentido para ganar las elecciones de 2006, lo que desató protestas generalizadas en todo el país."
"2006","EfemerideEvento","La montaña Fourpeaked en Alaska entra en erupción, marcando la primera erupción del volcán longamente inactivo en al menos 10,000 años."
"2011","EfemerideEvento","El movimiento Occupy Wall Street comienza en el parque Zuccotti, en la ciudad de Nueva York."
"2016","EfemerideEvento","Dos bombas explotan en Seaside Park, Nueva Jersey y Manhattan, Nueva York. 31 personas resultan heridas en el bombardeo de Manhattan."
"456","EfemerideEvento","Remistus, general romano, es sitiado por una fuerza gótica en Rávena y luego ejecutado en el Palacio en Clásis, fuera de la ciudad."
"1192","EfemerideNacimientos","Minamoto no Sanetomo, shogun japonés (f. 1219)"
"1025","EfemerideFallecimientos","Hugh Magnus, co-rey de Francia (n. 1007)"
