"Fecha","Tipo","Descripcion"
"1981","EfemerideEvento","Primer vuelo del bombardero estratégico pesado ruso Tu-160, el mayor avión de combate del mundo, el mayor avión supersónico y el mayor avión con alas de geometría variable construido."
"1999","EfemerideEvento","NASA lanza al espacio la plataforma Terra, que lleva cinco instrumentos de Observación de la Tierra, incluyendo ASTER, CERES, MISR, MODIS y MOPITT."
"2002","EfemerideEvento","Revocación del gobernador de California: El entonces gobernador de California, Gray Davis, anuncia que el estado enfrentaría un déficit presupuestario récord de 35 mil millones de dólares, aproximadamente el doble de la cifra reportada durante su campaña de reelección un mes antes."
"2005","EfemerideEvento","La Guerra Civil Chadiana comienza cuando grupos rebeldes, supuestamente respaldados por el vecino Sudán, lanzan un ataque en Adré."
"2006","EfemerideEvento","Emiratos Árabes Unidos celebra sus primeras elecciones en la historia."
"2006","EfemerideEvento","La primera de una serie de inundaciones golpea Malasia. El número de personas afectadas por las inundaciones es de al menos 118, con más de 400,000 personas desplazadas."
"2015","EfemerideEvento","Kellingley Colliery, la última mina de carbón profunda en Gran Bretaña, cierra."
"218 BC","EfemerideEvento","Segunda Guerra Púnica: Batalla del Trebia - Las fuerzas cartaginesas de Aníbal derrotan a las de la República Romana."
"1406","EfemerideNacimientos","Richard Olivier de Longueil, obispo y cardenal católico romano francés (f. 1470)"
"1075","EfemerideFallecimientos","Edith de Wessex (nacida en 1025) fue una figura notable en la historia de Inglaterra, conocida por su papel en la corte real y su conexión con la familia real. Era la hija del conde Godwin de Wessex y, a través de su padre, estaba relacionada con los poderes en el reino. Se casó con el rey Eduardo el Confesor, lo que consolidó su posición en la aristocracia inglesa.

La vida de Edith estuvo marcada por eventos significativos como la influencia de su familia en la política del reino y el papel de su esposo en la historia pre-normanda de Inglaterra. Aunque experimentó desafíos en su matrimonio debido a la falta de descendencia y las tensiones políticas del momento, su legado perdura a través de su contribución a la historia inglesa y su asociación con uno de los reyes más emblemáticos de la época. Su vida refleja las complejidades de la política y la sociedad en Inglaterra durante el siglo XI."
