"Fecha","Tipo","Descripcion"
"1561","EfemerideEvento","Cuarta Batalla de Kawanakajima: Takeda Shingen derrota a Uesugi Kenshin en el clímax de sus conflictos en curso."
"1547","EfemerideEvento","La Batalla de Pinkie Cleugh, la última confrontación militar a gran escala entre Inglaterra y Escocia, resultó en una victoria decisiva para las fuerzas de Eduardo VI."
"1515","EfemerideEvento","Thomas Wolsey es investido como Cardenal."
"1509","EfemerideEvento","Un terremoto conocido como ""El Día del Juicio Menor"" golpea Constantinopla."
"1419","EfemerideEvento","Juan el Temerario, Duque de Borgoña es asesinado por partidarios del Delfín, el futuro Carlos VII de Francia."
"920","EfemerideEvento","Louis IV de Francia (m. 954)"
"904","EfemerideEvento","Guo Wei, conocido póstumamente como Emperador Taizu de la Posterior Zhou."
"877","EfemerideEvento","Eutychius, patriarca de Alejandría (m. 940)"
"1998","EfemerideEvento","Anna Blinkova, jugadora de tenis rusa."
"1997","EfemerideEvento","Brooke Henderson, golfista canadiense."
"954","EfemerideEvento","Louis IV, rey de Francia Occidental (n. 920)"
"952","EfemerideEvento","Gao Xingzhou, general chino (n. 885)"
"918","EfemerideEvento","Baldwin II, margrave franco (nacido alrededor de 865)"
"710","EfemerideEvento","Li Chongfu, príncipe imperial de la dinastía Tang de China (n. c. 680)."
"689","EfemerideEvento","Guo Zhengyi, funcionario de la dinastía Tang de China."
