"Fecha","Tipo","Descripcion"
"1996","EfemerideEvento","El incumplimiento de un trabajador de mantenimiento al quitar la cinta que cubría los puertos estáticos de la aeronave provoca que el vuelo 603 de Aeroperú se estrelle en el océano cerca de Lima, Perú, debido a un fallo en los instrumentos."
"1996","EfemerideEvento","Las enmiendas a la Ley de Libertad de Información Electrónica son firmadas por el presidente de los Estados Unidos, Bill Clinton."
"2002","EfemerideEvento","Los ataques del tirador en el área metropolitana comienzan, extendiéndose por tres semanas."
"2006","EfemerideEvento","Cinco niñas de la comunidad Amish son asesinadas por Charles Carl Roberts en un tiroteo en una escuela Amish en Nickel Mines, Pennsylvania, antes de que Roberts se quite la vida."
"2007","EfemerideEvento","El presidente Roh Moo-hyun de Corea del Sur cruza la Línea de Demarcación Militar hacia Corea del Norte en su camino a la segunda cumbre intercoreana con el líder norcoreano Kim Jong-il."
"2016","EfemerideEvento","Protestas en Etiopía: Se desatan enfrentamientos durante un festival de Irreechaa en la región de Oromia, resultando en la pérdida de varias vidas."
"829","EfemerideEvento","Teófilo sucede a su padre Miguel II como emperador bizantino."
"939","EfemerideEvento","Batalla de Andernach: El rey Otto I aplasta una revuelta contra su gobierno, liderada por una coalición de Eberhard de Franconia y otros duques francos."
"1452","EfemerideNacimientos","Richard III de Inglaterra (fallecido en 1485) fue el último monarca de la dinastía de los Plantagenet y el último rey de Inglaterra en morir en batalla. Su reinado estuvo marcado por conflictos y luchas por el poder en un contexto de inestabilidad política conocido como la Guerra de las Dos Rosas. Tras la muerte de su hermano, se convirtió en rey en 1483, pero su gobierno fue breve y desafiante.

Richard enfrentó la resistencia de varios nobles y aspirantes al trono, lo que culminó en la batalla de Bosworth Field en 1485, donde fue derrotado por las fuerzas de Enrique Tudor, quien se convirtió en Enrique VII. Su muerte en esta batalla significó el fin de la era de los Plantagenet y el comienzo de la dinastía Tudor, que marcaría un cambio significativo en la historia de Inglaterra. Richard III es una figura controvertida, a menudo retratada de manera negativa en la literatura y el teatro, pero su legado histórico sigue siendo objeto de estudio y debate."
"1264","EfemerideFallecimientos","Papa Urbano IV"
