"Fecha","Tipo","Descripcion"
"2012","EfemerideEvento","Las fuerzas somalíes y de la Unión Africana inician un ataque coordinado en la ciudad portuaria de Kismayo para recuperar el control de la ciudad de los grupos armados."
"2014","EfemerideEvento","Protestas en Hong Kong: Benny Tai anuncia que se lanza Ocupa el Centro mientras la sede del gobierno de Hong Kong es ocupada por miles de manifestantes. La policía de Hong Kong recurre al gas lacrimógeno para dispersar a los manifestantes, pero miles permanecen."
"235","EfemerideEvento","El papa Pontiano renuncia. Él y Hipólito, líder de la iglesia en Roma, son exiliados a las minas de Cerdeña."
"351","EfemerideEvento","Batalla de Mursa Mayor: El emperador romano Constancio II derrota al usurpador Magnencio."
"365","EfemerideEvento","El usurpador romano Procopio soborna a dos legiones que pasan por Constantinopla y se proclama emperador romano."
"48 BC","EfemerideEvento","Pompeyo el Grande es asesinado por órdenes del rey Ptolomeo de Egipto tras llegar a Egipto."
"935","EfemerideEvento","El duque Wenceslao I de Bohemia es asesinado por un grupo de nobles liderados por su hermano Boleslao I, quien lo sucede en el cargo."
"995","EfemerideEvento","Miembros de la dinastía Slavník: Spytimír, Pobraslav, Pořej y Čáslav son asesinados por el hijo de Boleslaus, Boleslaus II el Piadoso."
"1494","EfemerideNacimientos","Agnolo Firenzuola, poeta y dramaturgo italiano (fallecido en 1545)"
"1197","EfemerideFallecimientos","Enrique VI, emperador del Sacro Imperio Romano (nacido en 1165)"
