"Fecha","Tipo","Descripcion"
"2007","EfemerideEvento","Un fuerte frente frío en la Bahía de Campeche provoca que la plataforma Usumacinta colisione con Kab 101, lo que lleva a la pérdida de la vida y ahogamiento de 22 personas durante las operaciones de rescate tras la evacuación de la plataforma."
"2011","EfemerideEvento","Un fuerte terremoto de 7.2 grados de magnitud sacude la provincia de Van, Turquía, dejando un saldo de 582 personas fallecidas y miles de heridos."
"2011","EfemerideEvento","El Consejo Nacional de Transición de Libia considera finalizada la Guerra Civil Libia."
"2012","EfemerideEvento","Después de 38 años, el primer servicio de teletexto del mundo (Ceefax de la BBC) cesa su emisión debido a que Irlanda del Norte ha completado el cambio a la televisión digital."
"2015","EfemerideEvento","La presión de nivel del mar más baja en el Hemisferio Occidental y los vientos sostenidos más altos medidos de manera confiable que no son tornádicos se registran en el Huracán Patricia, que impacta México horas después, provocando al menos 13 fallecimientos y causando más de 280 millones en daños."
"42 BC","EfemerideEvento","Guerra civil de los libertadores: Segunda Batalla de Filipos - Marco Antonio y Octavio derrotan decisivamente al ejército de Bruto. Bruto se quita la vida."
"425","EfemerideEvento","Valentiniano III es elevado como emperador romano a la edad de seis años."
"501","EfemerideEvento","La Sinodus Palmaris, convocada por el rey gótico Teodorico el Grande, exime al Papa Simaco de todas las acusaciones, poniendo así fin al cisma del antipapa Laurencio."
"1255","EfemerideNacimientos","Ferdinand de la Cerda, noble español (fallecido en 1275)"
"1134","EfemerideFallecimientos","Abu al-Salt, polímata andalusí."
