"Fecha","Tipo","Descripcion"
"1994","EfemerideEvento","El gobierno angoleño y los rebeldes de UNITA firman el Protocolo de Lusaka en Zambia, poniendo fin a 19 años de conflicto armado. Las confrontaciones a nivel local se reanudan al año siguiente."
"1996","EfemerideEvento","Se produce un incendio en un edificio de oficinas en Hong Kong, resultando en la muerte de 41 personas y 81 heridos."
"1998","EfemerideEvento","El primer módulo de la Estación Espacial Internacional, Zarya, es lanzado."
"1998","EfemerideEvento","Un tribunal en Afganistán controlado por los talibanes declara al acusado Osama bin Laden ""un hombre sin pecado"" en relación con los atentados de embajadas estadounidenses en Kenia y Tanzania en 1998."
"2003","EfemerideEvento","Después de los atentados del 15 de noviembre, ocurre un segundo día de los atentados de 2003 en Estambul, Turquía, destruyendo la sede central de HSBC Bank AS en Turquía y el consulado británico."
"2015","EfemerideEvento","Tras un asedio con rehenes, al menos 19 personas pierden la vida en Bamako, Mali."
"284","EfemerideEvento","Diocleciano es elegido como emperador romano."
"762","EfemerideEvento","Durante la Rebelión An Shi, la dinastía Tang, con la ayuda de la tribu Huihe, recupera Luoyang de los rebeldes."
"1545","EfemerideNacimientos","Ernst Ludwig, Duque de Pomerania (fallecido en 1592)"
"1008","EfemerideFallecimientos","Geoffrey I, Duque de Bretaña, (nacido en 980)"
