"Fecha","Tipo","Descripcion"
"1976","EfemerideEvento","Un avión de carga boliviano Boeing 707 se estrella en Santa Cruz, Bolivia, matando a 100 personas (97, en su mayoría niños, muertos en tierra)."
"1983","EfemerideEvento","Ameritech Mobile Communications (ahora AT&T) lanzó la primera red celular en EE. UU. en Chicago."
"1990","EfemerideEvento","Final de la Guerra Civil Libanesa. Las fuerzas sirias lanzan un ataque en las zonas libres de Líbano, desalojando al General Michel Aoun del palacio presidencial."
"1992","EfemerideEvento","Un Antonov An-124 operado por Antonov Airlines registrado CCCP-82002, se estrella cerca de Kiev, Ucrania, con un saldo de ocho fallecidos."
"2010","EfemerideEvento","El accidente minero en Copiapó, Chile llega a su fin cuando los 33 mineros emergen a la superficie tras sobrevivir un récord de 69 días bajo tierra a la espera de ser rescatados."
"2013","EfemerideEvento","Se produce un tumulto en un puente cerca del Templo Ratangarh Mata en el distrito de Datia, Madhya Pradesh, India, durante el festival hindú de Navratri, resultando en 115 fallecimientos y más de 110 personas heridas."
"409","EfemerideEvento","Vándalos y alanos cruzan los Pirineos y aparecen en Hispania."
"AD 54","EfemerideEvento","El emperador Claudio fallece por envenenamiento en circunstancias misteriosas; su hijastro de 17 años, Nerón, le sucede en el trono."
"1162","EfemerideNacimientos","Eleanor de Inglaterra, Reina de Castilla (fallecida en 1214)"
"1093","EfemerideFallecimientos","Roberto I, conde de Flandes (n. 1035)"
