"FechayHora","LinkOrigen","TituloOrigen","Titulo","Imagen","Intro","Noticia","Datos"
"08/12/2025 16:14:25","https://infobae.com/america/mundo/2025/08/12/la-ue-advirtio-que-putin-pretende-retrasar-las-sanciones-en-la-cumbre-de-alaska-solo-busca-y-una-fotografia-diplomatica-con-trump/","La UE advirtió que Putin pretende retrasar las sanciones en la cumbre de Alaska: “Solo busca una foto con Trump”","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6ZVnMuA7VeGmtmtCXiwllBrv26-2Jg2vAx-YVTCp8_66am9fYrA7-so2yzg&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:25","https://infobae.com/america/mundo/2025/08/11/finlandia-acuso-por-sabotaje-a-tres-tripulantes-de-un-petrolero-vinculado-a-rusia/","Finlandia acusó por sabotaje a tres tripulantes de un petrolero vinculado a Rusia","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7WmFh3G6JIiFazOgXSuKY2hjp4Ol_QZIAlKDVUmWFfqXvyBVUaHqw6BrwL68&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:25","https://infobae.com/america/mundo/2025/08/11/el-presidente-de-israel-califico-de-grave-y-peligroso-error-el-reconocimiento-de-australia-a-palestina/","El presidente de Israel calificó de “grave y peligroso error” el reconocimiento de Australia a Palestina","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaVtzgQ1ybPTjOkCIKaJ1cbElHtnqHfQus_e0xksq2MlUTqoaBK-G03Fg1jvI&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:26","https://infobae.com/america/america-latina/2025/08/11/crisis-en-cuba-el-peso-alcanza-un-minimo-historico-mientras-la-dolarizacion-gana-terreno-en-la-isla/","Crisis en Cuba: el peso alcanza un mínimo histórico mientras la dolarización gana terreno en la isla","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1ijT2AHs_6Ilne_5ACAdPOjzBGeeJApSAVrYaQkLb-akRme0oqiQp4Y1mUps&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:26","https://infobae.com/entretenimiento/2025/08/12/taylor-swift-anuncio-el-lanzamiento-de-the-life-of-a-showgirl-su-nuevo-album-de-estudio/","Taylor Swift anunció el lanzamiento de “The Life of a Showgirl”, su nuevo álbum de estudio","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZiAI1xgGs1KKqm7TplhqjjkN16VMlJlTwpN5v_rAGJB53zgSDwDNoa_pGMYM&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:26","https://infobae.com/deportes/2025/08/11/la-conmebol-confirmo-el-estadio-donde-se-jugara-la-final-de-la-libertadores-2025/","La Conmebol confirmó el estadio donde se jugará la final de la Libertadores 2025","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1eZo5zL3LfIQ98K5PdC7xaxFD8HKNVWPgaruOIOESmmVSmE5_-PEgYoXSsA&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:27","https://infobae.com/deportes/2025/08/12/es-la-nueva-gran-promesa-del-futbol-mundial-y-dejo-tendido-en-el-cesped-a-gabriel-heinze-en-la-practica/","Es la nueva gran promesa del fútbol mundial y dejó tendido en el césped a Gabriel Heinze en la práctica","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUfUKn5gx1rywF3H09ZnQpLU9W6rdx1jaRkwSmxU4pN4sOr2Sk_lP3jRyIBA&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:27","https://infobae.com/deportes/2025/08/11/susto-en-el-masters-1000-de-cincinnati-un-tenista-se-desplomo-y-debio-abandonar-el-partido/","Susto en el Masters 1000 de Cincinnati: un tenista se desplomó y debió abandonar el partido","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGOi_-bmusVnyp0lRRpr7VXvKtfh74SHQWuU3p4fX0pazFfLf8qcdw-89EoZk&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:27","https://infobae.com/deportes/2025/08/12/murio-el-atleta-mattia-debertolis-tras-colapsar-durante-una-prueba-de-orientacion-en-los-juegos-mundiales-en-china/","Murió el atleta Mattia Debertolis tras colapsar durante una prueba de orientación en los Juegos Mundiales en China","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUxgkKhFE_RgDT5jjv-RjG1LOAY8wVxFn8lGeR1N9JnIKCw-hQRIP_v2dBM7g&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
"08/12/2025 16:14:27","https://infobae.com/america/america-latina/2025/08/11/jorge-quiroga-denuncio-que-el-gobierno-de-luis-arce-impidio-el-aterrizaje-de-su-avion-en-tarija-es-irresponsable/","Jorge Quiroga denunció que el gobierno de Luis Arce impidió el aterrizaje de su avión en Tarija: “Es irresponsable”","Se consultó el Titulo a la IA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShRkSyyOf71He7mcvrp2Fz2XtjsA7a8NsV1yXycZ5sgj_xXbpu3hdq68wktg&amp;s","Se consultó la Nota a la IA","Se consultó la Nota a la IA","Se consultó el Datos a la IA"
